recent_mean,recent_std,season_avg,is_home,days_rest,is_back_to_back,last_3_avg,last_5_avg,last_10_avg,exponential_moving_avg,wma_3,wma_5,last_3_std,last_3_min,last_3_max,last_3_median,last_5_std,last_5_min,last_5_max,last_5_median,last_10_std,last_10_min,last_10_max,last_10_median,slope_10,momentum_vs_5_avg,opp_def_rating,opp_pace,games_vs_current_opponent,avg_vs_current_opponent,avg_vs_stronger_def,avg_vs_similar_def,last_game_vs_current_opponent_date,last_game_vs_current_opponent_stat,player,game_date,target,game_id,player_id,split
40.0,0.0,25.5,0.0,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,40.0,40.0,40.0,0.0,40.0,40.0,40.0,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-07-21 06:06:03.348740,39.0,100059,1001,train
39.5,0.5,25.5,0.0,0.0,0.0,39.5,39.5,39.5,39.3,39.333333333333336,39.333333333333336,0.5,39.0,40.0,39.5,0.5,39.0,40.0,39.5,0.5,39.0,40.0,39.5,0.9999999999999941,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-07-23 06:06:03.348740,38.0,100058,1001,train
39.0,0.816496580927726,25.5,0.0,0.0,0.0,39.0,39.0,39.0,38.809999999999995,38.666666666666664,38.666666666666664,0.816496580927726,38.0,40.0,39.0,0.816496580927726,38.0,40.0,39.0,0.816496580927726,38.0,40.0,39.0,0.9999999999999992,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-07-25 06:06:03.348740,37.0,100057,1001,train
38.5,1.118033988749895,25.5,0.0,0.0,0.0,38.0,38.5,38.5,38.467,37.666666666666664,38.0,0.816496580927726,37.0,39.0,38.0,1.118033988749895,37.0,40.0,38.5,1.118033988749895,37.0,40.0,38.5,1.0000000000000016,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-07-27 06:06:03.348740,36.0,100056,1001,train
38.0,1.4142135623730951,25.5,0.0,0.0,0.0,37.0,38.0,38.0,38.2269,36.666666666666664,37.333333333333336,0.816496580927726,36.0,38.0,37.0,1.4142135623730951,36.0,40.0,38.0,1.4142135623730951,36.0,40.0,38.0,0.9999999999999976,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-07-29 06:06:03.348740,35.0,100055,1001,train
37.5,1.707825127659933,25.5,0.0,0.0,0.0,36.0,37.0,37.5,38.05883,35.666666666666664,36.333333333333336,0.816496580927726,35.0,37.0,36.0,1.4142135623730951,35.0,39.0,37.0,1.707825127659933,35.0,40.0,37.5,1.000000000000001,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-07-31 06:06:03.348740,34.0,100054,1001,train
37.0,2.0,25.5,0.0,0.0,0.0,35.0,36.0,37.0,37.94118099999999,34.666666666666664,35.333333333333336,0.816496580927726,34.0,36.0,35.0,1.4142135623730951,34.0,38.0,36.0,2.0,34.0,40.0,37.0,0.9999999999999994,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-08-02 06:06:03.348740,33.0,100053,1001,train
36.5,2.29128784747792,25.5,0.0,0.0,0.0,34.0,35.0,36.5,37.858826699999995,33.666666666666664,34.333333333333336,0.816496580927726,33.0,35.0,34.0,1.4142135623730951,33.0,37.0,35.0,2.29128784747792,33.0,40.0,36.5,0.9999999999999971,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-08-04 06:06:03.348740,32.0,100052,1001,train
36.0,2.581988897471611,25.5,0.0,0.0,0.0,33.0,34.0,36.0,37.80117868999999,32.666666666666664,33.333333333333336,0.816496580927726,32.0,34.0,33.0,1.4142135623730951,32.0,36.0,34.0,2.581988897471611,32.0,40.0,36.0,1.0000000000000004,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-08-06 06:06:03.348740,31.0,100051,1001,train
35.5,2.8722813232690143,25.5,0.0,0.0,0.0,32.0,33.0,35.5,37.760825083,31.666666666666668,32.333333333333336,0.816496580927726,31.0,33.0,32.0,1.4142135623730951,31.0,35.0,33.0,2.8722813232690143,31.0,40.0,35.5,1.0000000000000004,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-08-08 06:06:03.348740,30.0,100050,1001,train
34.5,2.8722813232690143,25.5,0.0,0.0,0.0,31.0,32.0,34.5,36.760825083,30.666666666666668,31.333333333333332,0.816496580927726,30.0,32.0,31.0,1.4142135623730951,30.0,34.0,32.0,2.8722813232690143,30.0,39.0,34.5,0.9999999999999998,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-08-10 06:06:03.348740,29.0,100049,1001,train
33.5,2.8722813232690143,25.5,0.0,0.0,0.0,30.0,31.0,33.5,35.76082508299999,29.666666666666668,30.333333333333332,0.816496580927726,29.0,31.0,30.0,1.4142135623730951,29.0,33.0,31.0,2.8722813232690143,29.0,38.0,33.5,1.0000000000000004,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-08-12 06:06:03.348740,28.0,100048,1001,train
32.5,2.8722813232690143,25.5,0.0,0.0,0.0,29.0,30.0,32.5,34.76082508299999,28.666666666666668,29.333333333333332,0.816496580927726,28.0,30.0,29.0,1.4142135623730951,28.0,32.0,30.0,2.8722813232690143,28.0,37.0,32.5,1.0000000000000004,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-08-14 06:06:03.348740,27.0,100047,1001,train
31.5,2.8722813232690143,25.5,0.0,0.0,0.0,28.0,29.0,31.5,33.76082508299999,27.666666666666668,28.333333333333332,0.816496580927726,27.0,29.0,28.0,1.4142135623730951,27.0,31.0,29.0,2.8722813232690143,27.0,36.0,31.5,0.9999999999999996,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synth Player 1001,2025-08-16 06:06:03.348740,26.0,100046,1001,train
