game_date,player,line,predicted_value,over_probability,confidence,expected_value,decimal_odds,stake,won,profit,bankroll
2025-10-27 06:06:03.348740,Synth Player 1001,23.5,27.760825082999997,0.6896830992387942,0.27525512860841095,0.6635461632611364,2.2,20.0,False,-20.0,980.0
2025-10-27 06:06:03.348740,Synth Player 1009,26.5,30.760825082999997,0.6896830992387942,0.27525512860841095,0.6635461632611364,2.2,19.6,False,-19.6,960.4
2025-10-27 06:06:03.348740,Synth Player 1008,25.5,29.760825082999997,0.6896830992387942,0.27525512860841095,0.6635461632611364,2.2,19.208,False,-19.208,941.192
2025-10-27 06:06:03.348740,Synth Player 1007,24.5,28.760825082999997,0.6896830992387942,0.27525512860841095,0.6635461632611364,2.2,18.82384,False,-18.82384,922.36816
2025-10-27 06:06:03.348740,Synth Player 1006,23.5,27.760825082999997,0.6896830992387942,0.27525512860841095,0.6635461632611364,2.2,18.4473632,False,-18.4473632,903.9207968
2025-10-27 06:06:03.348740,Synth Player 1005,22.5,26.760825082999997,0.6896830992387942,0.27525512860841095,0.6635461632611364,2.2,18.078415936,False,-18.078415936,885.842380864
2025-10-27 06:06:03.348740,Synth Player 1004,26.5,30.760825082999997,0.6896830992387942,0.27525512860841095,0.6635461632611364,2.2,17.71684761728,False,-17.71684761728,868.12553324672
2025-10-27 06:06:03.348740,Synth Player 1003,25.5,29.760825082999997,0.6896830992387942,0.27525512860841095,0.6635461632611364,2.2,17.3625106649344,False,-17.3625106649344,850.7630225817857
2025-10-27 06:06:03.348740,Synth Player 1002,24.5,28.760825082999997,0.6896830992387942,0.27525512860841095,0.6635461632611364,2.2,17.015260451635715,False,-17.015260451635715,833.7477621301499
2025-10-27 06:06:03.348740,Synth Player 1010,22.5,26.760825082999997,0.6896830992387942,0.27525512860841095,0.6635461632611364,2.2,16.674955242602998,False,-16.674955242602998,817.0728068875469
2025-10-29 06:06:03.348740,Synth Player 1010,22.5,25.760825083,0.659900288339343,0.27525512860841095,0.460150368124308,2.2,16.34145613775094,False,-16.34145613775094,800.731350749796
2025-10-29 06:06:03.348740,Synth Player 1002,24.5,27.760825082999997,0.6599002883393429,0.27525512860841095,0.4601503681243071,2.2,16.01462701499592,False,-16.01462701499592,784.7167237348001
