game_date,player,line,predicted_value,over_probability,confidence,expected_value,decimal_odds,stake,won,profit,bankroll
2023-10-15,Player 16,13.387590546483386,18.609526295457336,0.8507690056215033,0.8916451811730461,0.2761535084322549,1.5,20.0,True,10.0,1010.0
2023-10-15,Player 47,21.348507659463287,27.650441542948997,0.8909658174295987,0.95,0.336448726144398,1.5,20.2,True,10.1,1020.1
2023-10-16,Player 21,6.973831389717919,10.422940303732114,0.7594566592690469,0.7586831685510647,0.19148222687655503,1.5688613857482256,20.402,True,11.6059099920353,1031.7059099920352
2023-10-16,Player 11,18.715832458980547,22.060406945913925,0.7530337132542168,0.7508430865200034,0.1912452583645886,1.5819281891333277,20.634118199840707,True,12.007575038396341,1043.7134850304317
2023-10-17,Player 8,19.172410069907315,24.290613344827968,0.8463255585385719,0.883865245619049,0.2694883378078579,1.5,20.874269700608632,True,10.437134850304316,1054.150619880736
2023-10-17,Player 7,21.582071782873996,25.664245324245346,0.7958774249580159,0.8061630156028513,0.19381613743702392,1.5,21.08301239761472,True,10.54150619880736,1064.6921260795434
2023-10-17,Player 55,17.642729439906468,24.914547742305555,0.9186346835766412,0.95,0.37795202536496186,1.5,21.293842521590868,True,10.646921260795434,1075.3390473403388
2023-10-17,Player 32,22.72126246131439,26.154811662185445,0.7585078902194259,0.7575161900653292,0.19146901039918923,1.570806349891118,21.506780946806774,True,12.276207130154617,1087.6152544704935
2023-10-17,Player 46,24.66013748981857,28.900558121328505,0.8043132346616559,0.8180315473632451,0.2064698519924839,1.5,21.75230508940987,True,10.876152544704935,1098.4914070151983
2023-10-18,Player 37,14.593725769846325,24.481046950813344,0.964283539791596,0.95,0.44642530968739397,1.5,21.969828140303967,True,10.984914070151984,1109.4763210853503
2023-10-19,Player 60,20.7160186859495,24.032278741499514,0.751274275694061,0.7487195041662511,0.1911209424823116,1.5854674930562482,22.189526421707004,True,12.991246406222182,1122.4675674915725
2023-10-19,Player 6,11.977786599846048,17.52645536712031,0.8640749939158681,0.9161501575455696,0.2961124908738021,1.5,22.44935134983145,True,11.224675674915725,1133.6922431664882
2023-10-19,Player 14,26.101628902135293,30.292812798096417,0.8017171468928108,0.8143387921970844,0.20257572033921623,1.5,22.673844863329766,True,11.336922431664883,1145.029165598153
2023-10-19,Player 46,18.75639110040569,25.85503557915789,0.914214468171455,0.95,0.37132170225718253,1.5,22.90058331196306,True,11.45029165598153,1156.4794572541346
2023-10-20,Player 7,18.628132843298065,28.67388989245008,0.9660584916758798,0.95,0.44908773751381964,1.5,23.12958914508269,True,11.564794572541345,1168.044251826676
2023-10-20,Player 28,15.886696552914623,27.705488926936937,0.9809152683541548,0.95,0.47137290253123215,1.5,23.360885036533517,True,11.680442518266759,1179.7246943449427
2023-10-20,Player 26,14.196617157504459,19.31725386189432,0.8464310250545845,0.8840477528292394,0.2696465375818767,1.5,23.594493886898853,True,11.797246943449426,1191.521941288392
2023-10-20,Player 35,15.904071406289392,18.87913446356412,0.7294211429748495,0.7231297292956047,0.1875830489922511,1.6281171178406588,23.830438825767843,True,14.968306552119431,1206.4902478405115
2023-10-21,Player 4,13.71199129244591,19.853611971030492,0.8856650864016247,0.95,0.328497629602437,1.5,24.129804956810233,True,12.064902478405116,1218.5551503189167
